Text,Sentiment,Emotion,text_length,word_count
অভিন্দন পুলিশ বাহিনীর ঐ সদস্য দের যারা ভাল কাজের উদাহরণ রাখে ।,Strongly Positive,Joyful,62,12
পুলিশ কে অনেক অনেক ধন্যবাদ ও শুভেচ্ছা,Strongly Positive,Joyful,37,7
ধন্যবাদ পুলিশ ভাইকে তাদের এ মহৎ কাজের জন্য ।,Strongly Positive,Joyful,44,9
১০০% সত্য কথা বলছেন,Strongly Positive,Joyful,19,4
"জাবেদ ভাই আপনার কথায় যুক্তি আছে, সমর্থন করলাম।",Strongly Positive,Joyful,46,8
ধন্যবাদ আমাদের পুলিশ ভাই দেরকে হাতির ঝিলে হারিয় যাওয়া ৪ বৎসরে ছেলেটাকে তার মায়ের কাছে ফিরিয়ে দেওয়া হয়েছে। আবারও পুলিশ ভাই দেরকে ধন্যবাদ তার সাথে ধন্যবাদ যানাই ডাঃ ইরান এইস সরকারকে।,Strongly Positive,Joyful,180,31
ধন্যবাদ ইমরান স্যারকে এবং বাংলাদেশ পুলিশ বাহিনীকে।যে জার জাইগা থেকে আন্তরিক ভাবে কাজ করেছেন।,Strongly Positive,Joyful,92,14
যাহারা ছেলে টি কে আইনের আওতায় দিয়েছন আপনাদের -ধণ্যবাদ ।,Strongly Positive,Joyful,55,10
পুলিশ প্রশাসন ভাল অনেক কিছু করতে পারে। কিন্তু করে না। আজ তারা সৎ থাকলে আমাদের দেশটা হয়তো আরও সুন্দর হত।,Strongly Positive,Joyful,103,20
এটা ঠিক পুলিশ একটা ভাল কাজ করেছে তবে হাজারো ভাল কাজ না করে বেরায় যেমন নোংরামি করলো নারসদের সাথে তারপরও বলা যায় না পুলিশরা এতটুকু ভাল ওকে ভাইয়া।,Strongly Positive,Joyful,143,28
"পুলিশ তো আমাদের সনতান। আলাদা করে দেখার কি অাছে? ধণ্যবাদ,খবরও। ছবি দেওয়াতে।",Strongly Positive,Joyful,74,12
"আলহামদুলিল্লাহ শিশু টি তার পিতা, মাতা কে পেয়েছে ।সেই সাথে ধন্যবাদ বাংলাদেশের পুলিশ বাহিনী কে ।",Strongly Positive,Joyful,95,16
"এই যে ভাই,মুসলমান হিসাবে স্বাধীনভাবে উক্ত Pageটি ☞ ☞ ইতিহাসের স্বাক্ষী ইতিহাসের স্বাক্ষী পরিদর্শন করুন,পরিদর্শন করে আপনার #বিবেক যদি স্বাক্ষী দেয়,তাহল Like/comment করে সহযোগী বন্ধু হিসাবে পাশে থাকুন,,""""#দ্বীন-ইসলাম জিন্দাবাদ.......",Strongly Positive,Joyful,231,29
"মনে হয় পুলিশ স্বাধীনভাবে কাজ করতে পারলে, তাদের দ্বারা সব সমস্যা সমাধান করা সম্ভব ?",Strongly Positive,Joyful,82,15
"সকল বন্ধুদের অভিন্দন, অাল্লাহর ইচ্ছায়, অাপনাদের শিয়ার এবং লাইক এর সফলতায় ছেলেটি তার মা বাবাকে খুজে পেল।",Strongly Positive,Joyful,103,17
মোনাফেক কি বলে আর বলদ মানুষ তাই শুনে হাহাহ। আমি বলি ভালো মানুষ কে তোরা চিনিস না। ইমানদার কে? তোদের চোখে বেস্যা ও ইমান দার,Strongly Positive,Joyful,121,25
ইমরান ভাইই আপনি যদি অই নাস্তিক গুলার লগ ছেড়ে এইভাবে মানুষের পাশে দারান তাহলে আপনাকে মানুষরা অনেক ভালবাসবে।এটা আমার মনের কথা বললাম।,Strongly Positive,Joyful,130,22
খুবই ভালো লাগলো। আমার মনে হয় ভবিষ্যতে এ ধরনের ঘটনা ঘটলে দেশের সব টিভি চ্যানেল গুলিতে প্রচার করা উচিৎ বলে আমি মনে করি।,Strongly Positive,Joyful,117,23
"আমি গতকাল রাতে সেলফি বলেছিলাম, ইনশাল্লাহ শিশু টি মায়ের কোলে ফিরে যাবে, শুকর আল্লাহ দরবারে। এই ভাবে কেও যেন বিপদে না প ড়ে । পুলিশ সদ্যস ভাই কে অনেক ধন্যবাদ ।",Strongly Positive,Joyful,156,31
"ধন্যবাদ পুলিশ বাহিনীকে,আমরা শুধু পুলিশ নয়, সকলের কাছেই এরকম ভাল কিছু আশাকরি।প",Strongly Positive,Joyful,77,12
সত্যিই পুলিশের এই কাজে আমি অনেক খুশী হয়েছি। কিছুটা হলেও পুলিশের প্রতি মানুষের খারাপ ধারণার পরিবর্তন হবে।,Strongly Positive,Joyful,104,17
সব পুলিশ ভাইয়েরা যদি এই ভাবে তাদের অপিত দায়িত্ব পালন করেন। আল্লাহর রহমত তাদের সাথে সব সময়ই থাকবে। শুভ কামনা রইল পুলিশ ভাইয়েদের প্রতি।,Strongly Positive,Joyful,133,24
কেমন নাড়ি তুমি নাস্তিক বর্ষে নিজের বাচ্ছার কথা ও ভুলে যাও । ধন্যবাদ পুলিশ ভাইদের,Strongly Positive,Joyful,81,15
ধন্যবাদ বাংলাদেশ পুলিশ,Strongly Positive,Joyful,22,3
গতকাল মা ছাড়া শিশুটির ছবি ফেসবুকে দেখে ভীষন কষ্ট পেয়েছিলাম। অাজ মায়ের কাছে দেখে অনেক অানন্দ লাগছে। মায়ের কাছে শিশুটিকে ফিরিয়ে দেওয়ার জন্য যারা চেষ্টা করেছেন তাদের সকলে অনেক অনেক ধন্যবাদ।,Strongly Positive,Joyful,186,31
"প্রমান হলো পুলিশ মানুষের বন্ধু , দু'একজন সদস্যের জন্য শুধু তাঁরা বিতর্কিত হয়। ধন্যবাদ পুলিশ সদস্যদের।",Strongly Positive,Joyful,101,16
বাংলার সব পুলিশ ভাইরা এমন আদর্শ নিয়ে কাজ করুক এই আশা করি।আর এই পুলিশ ভাইকে তাঁর কাজের জন্য অনেক অনেক অভিনন্দন।,Strongly Positive,Joyful,110,21
এই পুলিশ ভাইদেরকে সামনে গিয়ে অন্তত মৌখিক ভাবে ধন্যবাদ দেয়া উচিত ছিল অনেক অনেক মোবারক বাদ।,Strongly Positive,Joyful,89,16
পুলিশের এ ধরনের ভুমিকায় গর্বে বুক ভরে যায়।মনে হয় এ যেন ফিরে এসেছে দেশ তার সঠিক ঠিকানায়।,Strongly Positive,Joyful,87,17
"আমা‌দের দে‌শে এমনও পু‌লিশ ভাই‌য়ে‌রা আ‌ছেন যারা প্র‌তি‌নিয়ত জীবন বা‌জি রে‌খে সততা, নিষ্ঠা, দা‌য়িত্ব‌বোধ নিয়ে দে‌শের জন্য কাজ ক‌রে যা‌চ্ছেন। আমরা তা‌দের কে স্যালুট জানায়। ক‌তিপয় ক‌য়েকজন অসৎ পু‌লিশ সদস্য‌দের জন্য আজ আমা‌দের প‌বিত্র এই বা‌হিনীকে দোষা‌রোপ করাটা ঠিক নয়।",Strongly Positive,Joyful,267,40
অনেক বড় পুন্যের কাজ করলেন মহান সৃষ্টি কর্তার নিকট আপনার জন্য আর্শীবাদ কামনা করি।,Strongly Positive,Joyful,80,14
"ধন্যবাদ! পু‌লিশ ভাই সক‌ল যেন সবসময় এমন ভাল কাজ গু‌লি কর‌তে পা‌রে, দোয়া ও শুভকামনা রই‌লো",Strongly Positive,Joyful,89,16
গত নববর্ষে নারীনিযাতনের ঘটনা আমাদের পীড়িত করেছিল এ বছর নিখোঁজ শিশু তার মাকে খূঁজে পেয়ে ছে এটা বড্ড পাওনা ।অশেষ ধন্যবাদ বাংলা দেশ পুলিশ বাহিনীকে,Strongly Positive,Joyful,145,25
"পেয়েছে ভাই তাতে দুঃখ নাই পুলিস হইছে বলে কি তাদের ভালবাসা নাই, মন আছে বলেই ছেলেটাকে ফিরে পেল মা সৎ কাজের মজাই আলেদা,, সাভাস পুলিস ভাই ",Strongly Positive,Joyful,134,26
বিশাল অভোদান,Strongly Positive,Joyful,12,2
ধন্যবাদ ইমরান সা‌হেব। এ‌তে আপনার অ‌নেক অবদান ছি‌লো,Strongly Positive,Joyful,51,8
পুলিশ যে জনগণের বন্ধু এইটা আরেকবার প্রমাণ হইলো..,Strongly Positive,Joyful,48,8
ফেইসবুক এর একটা ভালো দিক। যারা এর বিরুদ্ধে কথা বলে তদের মুখ বন্ধ করার জন্য যথেষ্ট।,Strongly Positive,Joyful,82,16
কেমন করে একটা ভাল কাজ করেছে,Strongly Positive,Joyful,27,6
মোরগ নতুন ডিম দিলে এভাবেই পক পক করে ! এ নিয়ে লাফালাফির প্রয়োজন নাই,Strongly Positive,Joyful,66,14
সব কিছুই ইমরানের কৃতিত্ব ... ইমরান কোন স্বাথর্ ছিল না,Strongly Positive,Joyful,53,10
"অভিনন্দন বাংলাদেশ পুলিশ কে,,, মায়ের কোলে সন্তান কে ফিরিয়ে দিয়ে,,,",Strongly Positive,Joyful,65,10
"সবাই পুলিশকে ঘৃণা করে কিন্তু না,ভাল পুলিশ এখনও আছে।",Strongly Positive,Joyful,51,9
ধন্যবাদ জানাই বাংলাদেশ পুলিশ কে,Strongly Positive,Joyful,31,5
ধন্যবাদ বাংলাদেশ পুলিশ বাহিনী কে,Strongly Positive,Joyful,32,5
"ভাই পুলিশরাও কিন্তু মানুষ, আর সব মানুষের মধ্যেই ভাল খারাপ থাকে !!!",Strongly Positive,Joyful,66,12
বাংলাদেশি পুলিশ আন্তরিক হলে একটি আলপিন হারিয়ে গেলে ও খুঁজে বাহির করতে পারবে।,Strongly Positive,Joyful,76,13
পুলিশ হলে এমন পুলিশই হতে হবে।,Strongly Positive,Joyful,29,6
কামের কাম কিছু একটা হইছে তাইলে। পুলিশকে সাধুবাদ.....,Strongly Positive,Joyful,52,8
ধন্যবাদ পুলিশ ভাইদের। মানুষ এই রকম আচরণ পুলিশের কাছে অাশা করে।,Strongly Positive,Joyful,62,11
"সমালোচনা থাকবে,তার মধ্যে এগিয়ে যেতে হবে।",Strongly Positive,Joyful,40,6
এর থেকে আনন্দের আর কি হতে পারে?,Strongly Positive,Joyful,31,7
এদেরও আলাদা মূল্যায়ন করুন ।,Strongly Positive,Joyful,28,5
Donnobat পুলিশ বাহিনী কে..।,Strongly Positive,Joyful,27,4
বাংলাদেশ পুলিশ বাহিনীকে আমার ও ধন্যবাদ রহিল,Strongly Positive,Joyful,43,7
ধন্য বাদ বড় ভাই ইমরান আপনাকে আমার পক্ষ থেকে অনেক অনেক শুবেচছা।,Strongly Positive,Joyful,62,12
এদের মত আর সব পুলিশ জদী হত তাহলে দেশটা আরো ভাল থাকত ধ্যনবাদ ভাই,Strongly Positive,Joyful,63,14
অভিনন্দন আমাদের পুলিশ ভাই দের কে।,Strongly Positive,Joyful,33,6
পুলিশ কে অনেক অনেক ধন্যবাদ,Strongly Positive,Joyful,26,5
ধন্যবাদ পুলিশ বাহীনি কে।,Strongly Positive,Joyful,24,4
ভাল কাজের ভাল পুরুষকার,Strongly Positive,Joyful,22,4
পুলিশ বাহিনী কে ধন্যবাদ।,Strongly Positive,Joyful,24,4
"খুব ভাল লাগল, মায়ের সন্তান মায়ের কোলে ফিরে গেল।ধন্নবাদ পুলিশ বাহিনীকে",Strongly Positive,Joyful,69,11
"ধন্যবাদ পুলিশ ভাই কে নববর্ষ শুভেচ্ছা ,",Strongly Positive,Joyful,38,7
ধন্যবাদ বাংলাদেশ পুলিশ কে একটি ভাল কাজের জন্য।,Strongly Positive,Joyful,46,8
ধন্যবাদ ঐ পুলিশ ভাই কে,Strongly Positive,Joyful,22,5
ইমরান তুমি জীবনে এই প্রথম একটা ভাল ছবি পোষ্ট করেছো তাই তোমাকে ধন্যবাদ,Strongly Positive,Joyful,69,13
"এখনো ভাল মানের পুলিশ আছে ধন্যবাদ ভাই,",Strongly Positive,Joyful,37,7
অভিনন্দন বাংলাদেশ পুলিশ। পহেলা বৈশাখে।,Strongly Positive,Joyful,38,5
আলহামদুলিল্লাহ্! খুব ভাল কাজ। ধন্যবাদ সবাইকে।,Strongly Positive,Joyful,45,6
আমি আমাদের পুলিশের কাছে রিনি,Strongly Positive,Joyful,28,5
দন্যবাদ পুলিশ ভাই কে অাল্লহ যেন ওনা কে হায়াত দান করেন,Strongly Positive,Joyful,53,11
ধ্যনবাদ বাংলাদেশের পুলিশ বাহিকে ধ্যনবাদ,Strongly Positive,Joyful,39,5
পুলিশ ভাইকে জানাই আমার আন্তরিক অভিন্দন,Strongly Positive,Joyful,38,6
এই প্রথম একটা ভালো কাজ করছে,Strongly Positive,Joyful,27,6
অভিনন্দন পুলিশ এবং গণমাধ্যম (ফেসবুক)-কে। শিশুটির জন্য দোয়া রইলো,Strongly Positive,Joyful,64,9
অভিনন্দন বাংলাদেশ পুলিশ বাহিনীকে,Strongly Positive,Joyful,32,4
সাবাস বাংলাদেশ পুলিশ সাবাস!!!!!!!,Strongly Positive,Joyful,33,4
ধন্যবাদ বাংলাদেশ পুলিশ বাহিনীকে।,Strongly Positive,Joyful,32,4
ওর মা পুলিুশের কাছে চির কৃতঙ্গ থাকবে,Strongly Positive,Joyful,36,7
"পুলিশ বন্ধুরা,তোমাদের ধন্যবাদ। আমি আমার দেশের সকল পুলিশ বন্ধুদের ভালো বাসি।ভালো বাসি।",Strongly Positive,Joyful,85,12
শালি কি অন্য গিয়ে ছিল....ধন্যবাদ পুলিশ ভাই,Strongly Positive,Joyful,42,7
"আমিও আজ অনেক খুসি এই জন্য, আমি শিয়ার করেছিলাম।ধন্যবাদ জাতির ভাই",Strongly Positive,Joyful,63,11
ধন্যবাদ সেই পুলিশ সদস্যকে যিনি এই মহান দায়িত্ব পালন করেছেন।,Strongly Positive,Joyful,59,10
এবাভে মানুষের পাসে থাকলে মানুষ আপনাদেরকে বালভাসবে গিনা করবেনা ধন্যবাদ পুলিশ ভাই দেরকে,Strongly Positive,Joyful,85,13
ধন্যবাদ ইমরান ভাই এবং পুলিশ ভাইকে।,Strongly Positive,Joyful,34,6
ধন্যবাদ পুলিশের কিন্তু কেমনে মা ভাবতে অবাক লাগে,Strongly Positive,Joyful,47,8
ভাঙ্গিশ :( গায়েব করে নাই । উন্নতির লক্ষন :),Strongly Positive,Joyful,44,9
ধন্যবাদ বাংলাদেশ পুলিশ। আগামিতে এভাবে জনগনের উপকার করার প্রত্যাশা করি।,Strongly Positive,Joyful,70,10
এভাবে পুলিশ ভাইদের এগিয়ে চলতে হবে।স্যালুট তোমাদের।,Strongly Positive,Joyful,50,7
কাতার পবাসি বাংলাদেশ সকল পুলিশ কে অভিনন্দ,Strongly Positive,Joyful,41,7
"এই চিএটাই রিয়েল এবং গৌরবের, বারবার এটাই দেখতে চাই, সফল হবার জন্য শুভেচ্ছা",Strongly Positive,Joyful,73,13
ধন্যবাদ এই পুলিশ ভাইকে,Strongly Positive,Joyful,22,4
সালাম এই পুলিশ ভাইকে,Strongly Positive,Joyful,20,4
এই পুলিশ ভাইকে কোটি সালাম।,Strongly Positive,Joyful,27,5
সব পুলিশ জেনো এমন হয়,Strongly Positive,Joyful,20,5
আজ আমাদের পুলিশ বাহিনির সকল সদস্যাককে অসংখ ধন্যবাদ জানাচছি। তারা একটি মহৎ কাজ করেছে।সনদার সময় হাতিরঝিলে পাওয়া শিশুটিকে রাত ১০ টার মধো তার মায়ের কাছে পৌছে দিয়েছে।সত্যিই খুব খুশি লাগছে নিউজটি দেখে।এ রকম যদি সবাই হত তাহলে আমাদের দেশটি সত্যি সোনার বাংলা হিসোবে গড়ে উঠত।,Strongly Positive,Joyful,265,45
সব পু‌লিশ ই হারামী নয় ভা‌লো ও অা‌ছে ।,Strongly Positive,Joyful,38,9
মহাপন্ডিৎ একজন!!!!!,Strongly Positive,Joyful,19,2
এখানে পুলিশ নি:সারথ ভাবেই কাজ করেছে।,Strongly Positive,Joyful,36,6
ব্যাবহারে বংশের পরিচয়। বিপদ কোনদিন বলে কয়ে আসেনা। তাই বলে বাজে কথা বলতে নাই। যে কারো এমন বিপদ হতেই পারে। পুলিশ ভাইদের অসংখ্য নন্যবাদ।,Strongly Positive,Joyful,133,24
"আলহামদুলিললাহ,ধনবাদ জানাই এই পুলিশ ভাইদের।আর অনন সব পুলিশ ভাইদের বলছি এদেরকে দেখে ভাল কাজ করা শিখুন।তাহলে জনগন আপনাদের ভয় পাবেনা,ভালোবাসবে।",Strongly Positive,Joyful,139,20
TNX ইমরান ভাই ও পুলিশ দেরকে। করবো আমরা দেখবে তোরা যারা ঘরে বসে ডিম পারো।দেখো ইমরান ভাইকে কিভাবে অন্যায়ের বিরুদ্দে রুখে দারাচ্ছে।এবং বিপদগামি লোকের পাশে দারাচ্ছে।,Strongly Positive,Joyful,161,26
বন্ধুরা ২০১৬ সালের সেরা Hindi Movi -One Night Stand (2016) এর গান গুলো শুনতে ভিজিট করুন এখানে http://www.mp3jio.com/download-album/one-night-stand-2016/184/,Strongly Positive,Joyful,156,18
পুলিশ আমাদের দেশের গর্ব এবং এদেশে মেয়েদের গর্ব একমাত্র পুলিশ ভাইয়েরা। লাল সালাম তোমাদের কে,Strongly Positive,Joyful,90,15
"আলহামদুলিল্লাহ্ । যাক অবশেষে সুখবর । আল্লাহর রহমতে হারানো আদরের কলিজার টুকরো সন্তানকে মায়ের কোলে ফিরিয়ে দিয়েছে । ধন্যবাদ ইমরান ভাই, ধন্যবাদ আইন শৃঙ্খলা বাহিনীকে ।",Strongly Positive,Joyful,162,26
"খুবই ভাল লাগছে, ছেলেটি তার আপন জনকে খুজে পাওয়ায়। thanks ইমরান ভাই ও পুলিশ ভাইকে",Strongly Positive,Joyful,79,15
"খুবই আসাধারন কাজ করেছে!! তবে বাংলাদেশের পুলিশ এর কাজের এমন প্রশংসা শুনে বুঝতে পারলাম, এ দেশের পুলিশের দ্বারা এমন কাজ খুব একটা বোধয় দেখা যায় না। তারা কি এতটাই খারাপ যে ভাল কাজ খুব কম আশা করা যায়। তাদের এমন কাজের জন্য আমাদের প্রশাংসা করতে হয়!!!",Strongly Positive,Joyful,242,46
দোয়া করি পুলিশের এমন শুভ কর্ম অব্যাহত থাকুক।,Strongly Positive,Joyful,44,8
আমি সুনে খুসি হলামযে নবর্ষপাল,Strongly Positive,Joyful,29,5
আমরা মা বাবা। আমাদের সচেতন হওয়া দরকার। বাচ্চাটা খারাপ কোনো চক্রের হাতে পড়লে কি হতো?ধন্যবাদ সবাইকে।,Strongly Positive,Joyful,98,16
এই পুলিশ অনেক বর অপিছার হক,Strongly Positive,Joyful,26,6
এইভাবে যদি বাংলাদেশ পুলিশ সবসময় মানুষের পাশে থাকত তাহলে সত্যিই সোনার বাংলাকে আমরা খুঁজে পেতাম।,Strongly Positive,Joyful,94,15
তোমার বনের বর ঘর জামাই,Strongly Positive,Joyful,22,5
লল পোষ্ট। :3,Strongly Positive,Joyful,12,3
"মেহেদীর মা'র কাছে মুক্তিপণ যে দাবি করেনি, এজন্য ধন্যবাদ দিতে হয়!",Strongly Positive,Joyful,64,11
না তাহলে আপনাকে ধন্যবাদ।,Strongly Positive,Joyful,24,4
অভিনন্দন বাংলাদেশ পুলিশ !,Strongly Positive,Joyful,25,4
সাবাশ বাংলাদেশ পুলিশ /,Strongly Positive,Joyful,22,4
বাংলাদেশ পুলিশকে ধন্যবাদ।,Strongly Positive,Joyful,25,3
অভিনন্দন,Strongly Positive,Joyful,8,1
শুভ সংবাদ..পুলিশকে ধন্যবাদ। তদন্ত হবার আগে বাচ্চা প্রাপ্তি।,Strongly Positive,Joyful,59,8
এগিয়ে যাও বাংলাদেশ পুলিশ।,Strongly Positive,Joyful,25,4
"অভিনন্দন বাংলাদেশ পুলিশ,",Strongly Positive,Joyful,24,3
আলহামদুলিল্লাহ,Strongly Positive,Joyful,14,1
অভিনন্দন বাংলাদেশ পুলিশের এই সদস্যদেরকে।,Strongly Positive,Joyful,40,5
ধন্যবাদ সুসংবাদটি পূনরায় পোষ্ট করবার জন্য।,Strongly Positive,Joyful,42,6
: পুলিশ কে ধন্যবাদ জানাচ্ছি।,Strongly Positive,Joyful,28,5
মাশা অাল্লাহ,Strongly Positive,Joyful,12,2
অাপনারা সব পার‌েন,Strongly Positive,Joyful,17,3
আলহামদুলিল্লাহ্‌,Strongly Positive,Joyful,16,1
ধন্যবাদ পুলিস ভাইকে।,Strongly Positive,Joyful,20,3
আমি প্রশাসনকে দ্বায়িত্ব পালনের জন্য স্যালুট জানাই,Strongly Positive,Joyful,49,7
অভিনদন,Strongly Positive,Joyful,6,1
ধন্যবাদ পুলিশ কে,Strongly Positive,Joyful,16,3
শত শত মোবারকবাদ,Strongly Positive,Joyful,15,3
মানুষ মানুষের জন্য। ধন্যবাদ মহৎ কাজের জন্য।,Strongly Positive,Joyful,43,7
ভাল আরো ভাল হওয়ার দরকার।,Strongly Positive,Joyful,24,5
পুলিশ অফিসারদের অসংখ্য ধন্যবাদ । job well done.,Strongly Positive,Joyful,47,8
ভাল এবং সফল কাজ ... নববর্ষের শুভেচছা পুলিশ ভাই ও বোনদেরকে 🌹,Strongly Positive,Joyful,59,12
ধন্যবাদ পুলিশ বাহিনীকে..,Strongly Positive,Joyful,24,3
পতিটা মানুষকে দায়িত্বের সাথে এভাবে কাজ করা উচিৎ ..ধন্যবাদ,Strongly Positive,Joyful,57,9
পুলিশ মহান এক কাজ করছে। পূর্বের সব পাপ একদিনে মুছে গেলো।,Strongly Positive,Joyful,56,11
ধন্যবাদ পুলিশ ভাইদের,Strongly Positive,Joyful,20,3
শুভেচ্ছা ও অভিনন্দন জানাচ্ছি বাংলাদেশ পুলিশ বাহিনীর সদস্যদের কে।,Strongly Positive,Joyful,64,9
অভিন্দন,Strongly Positive,Joyful,7,1
অসাধারণ,Strongly Positive,Joyful,7,1
ভাল লাগলো জেনে যে বাচ্চটি মায়ের কোলে ফিরে গেছে।,Strongly Positive,Joyful,47,9
অভিনন্দন ভাই আপনাকে,Strongly Positive,Joyful,19,3
"পুলিশের তো কাজই এটা,,,,,, কমন কাজ,,,,,,, ধন্যবাদ দিতে হচ্ছে কারন,,,,, তারা ১০০ কমন কাজের মধ্যে ১ টি কাজ করে,,,,, তাই ধন্যবাদ ,,,,, ,, এই কাজ যদি কোন গরিব রিক্সা ওয়ালা করতো তাহলেই ধন্যবাদ প্রাপ্য ছিল। পুলিশের এ কাজে ধন্যবাদ পাওয়ার যুক্তি নাই",Strongly Positive,Joyful,240,42
TSC কান্ডের জন্যও ধন্যবাদ....?,Strongly Positive,Joyful,30,4
ধন্যবাদ পু‌লিশ ভাইকে,Strongly Positive,Joyful,20,3
অভিনন্দন।,Strongly Positive,Joyful,9,1
পুলিশ আমাদের গর্ব আমাদের অহংকার....,Strongly Positive,Joyful,35,5
"ফেসবুক, দৃষ্টান্ত হয়ে রইল।",Strongly Positive,Joyful,26,4
ধন্যবাদ পুলিশ বাহিকে,Strongly Positive,Joyful,20,3
"হে হে হে,,,",Strongly Positive,Joyful,11,3
সত্যিই খুব ভালো খবর ।,Strongly Positive,Joyful,21,5
পুলিশ বাহীনিকে ধন্যাবাদ,Strongly Positive,Joyful,23,3
খুব খুশির কথা। ধন্যবাদ ইমরান ভাই,Strongly Positive,Joyful,32,6
"ধন্যবাদ, পুলিশ বাহিনীর সদস্য",Strongly Positive,Joyful,28,4
আলহামদুলিল্লাহ্..........,Strongly Positive,Joyful,25,1
সত্যম সিবম সুনদরম,Strongly Positive,Joyful,17,3
পুলিশকে জনগণ এই ভূমিকায়ই দেখতে চায়। Salute brother,Strongly Positive,Joyful,50,8
পুলিশ ভাই দের প্রতি সুভেচ্ছা রহিলো।,Strongly Positive,Joyful,35,6
একেই বলে পুলিশ,Strongly Positive,Joyful,14,3
ধন্যবাদ.,Strongly Positive,Joyful,8,1
ধ্যানবাদ ভাই,Strongly Positive,Joyful,12,2
পুলিশ বাহিনীকে অসংখ্য ধন্যবাদ।,Strongly Positive,Joyful,30,4
ধন্যবাদ পুলিশ ভাইকে।,Strongly Positive,Joyful,20,3
ধন্যবাদ পুলিশকে।।।।।।,Strongly Positive,Joyful,21,2
পুল‌িশ আবার প্রমান করল‌ো মানবতার স‌েবক,Strongly Positive,Joyful,39,6
অভিন্দন।,Strongly Positive,Joyful,8,1
অভিনন্দন পুলিশকে। তারা প্রমাণ করল যে তারাও মানুষ।,Strongly Positive,Joyful,49,8
ধন্যবাদ জানাই কর্তব্যরত পুলিশ ভাইদের,Strongly Positive,Joyful,36,5
এই হলো নববর্ষ।,Strongly Positive,Joyful,14,3
সালাম জানাই পুলিশ ভাইকে সেই তার দীঘ হায়াত কামনা করি এবংপরিজনকে,Strongly Positive,Joyful,63,11
একদম,Strongly Positive,Joyful,4,1
অভিনন্দন ডি সি গুলশান স্যারকে,Strongly Positive,Joyful,29,5
নিঃসন্দহে মহৎ কাজ।,Strongly Positive,Joyful,18,3
অবশ্যই প্রশংসার যোগ্য কাজ।।,Strongly Positive,Joyful,27,4
এহল মানুশ সুকরান,Strongly Positive,Joyful,16,3
সুনে খুসি হলাম,Strongly Positive,Joyful,14,3
র্সধ সালাম তোমায়,Strongly Positive,Joyful,16,3
হাজার ওখারপ কাজের মধে একটাভাল কাজ জাহা লাক লাকখারাপ কাজ কে ভুলিয়ে দেই,Strongly Positive,Joyful,69,13
আিমও িপয় বাংলােদশ আইিড়র কেমন কের েলখায় একমত ইমরান ভাই,Positive,Joyful,53,10
"ধন্যবাদ , ধন্যবাদ , ধন্যবাদ !!",Positive,Joyful,30,6
"টেংক ইউ পুলিশ ব্রাদার্স, আপনাকে",Positive,Joyful,31,5
ভাল লাগল,Positive,Joyful,8,2
"কুব ভালো হইয়াছে,",Positive,Joyful,16,3
ধন্যবাদ ইমরান ভাই আপনার অনেক বেশী অবদান ছিলো । ভালো থাকবেন ধন্যবাদ,Positive,Joyful,66,12
ধন্যবাদ ডঃইমরান ভাই,Positive,Joyful,19,3
মহান আল্লাহ্‌র কাছে শুকরিয়া,Positive,Joyful,27,4
খুব ভাল লাগলো,Positive,Joyful,13,3
ধন্যবাদ সবাইকে,Positive,Joyful,14,2
পুলিশের ভালো কাজের প্রসংশা খুব ভালো লাগে,Positive,Joyful,40,7
পড়ে খুবই ভাল লাগ্ল,Positive,Joyful,18,4
আমি সম্মান জানাই,Positive,Joyful,16,3
অ‌ভিনন্দন,Positive,Joyful,9,1
অভিনন্দন পুলিশ ভাইদের।,Positive,Joyful,22,3
পুলিশ বাহিনীকে ধন্যবাদ,Positive,Joyful,22,3
অভিন্দন বাংলাদেশ পুলিশ বাহিনী কে,Positive,Joyful,32,5
ভাল কাজ সবসময় প্রশংসা পাওয়ার দাবি রাখে l,Positive,Joyful,41,8
এরা মাজে মাঝে বাংলার বিরের পরিচয় দেয় সালাম তোমাদের,Positive,Joyful,50,9
ধন্যবাদ পুলিশ ভাইকে একটা ভাল কাজ করার জন্য,Positive,Joyful,42,8
তা হলে এই দেশ এ এখনও ভাল পুলিশ সদস্য আছে,Positive,Joyful,40,10
থানক্স,Positive,Joyful,6,1
ধন) বাধ ইমরান সাহেব,Positive,Joyful,19,4
বাল তো বাল না,Positive,Joyful,13,4
ধন্যবাদ পুলিশ অফিসার,Positive,Joyful,20,3
ধন্যবাদ পুলিশ ভাইকে ধন্যবাদ,Positive,Joyful,27,4
ধন্য বাদ পুলিশ ভাইদের আমরা সাধারন জনগন এমনটাই আশাবাদী আপনাদের কাছে,Positive,Joyful,66,11
ধন্যবাদ বাংলা দেশ পুলিশ এবং গণমাধ্যম(ফেসবুক) কে শিশিটির জন্য দোয়া রহিল>>>>,Positive,Joyful,74,11
"ধন্যবাদ, আজ এটাই প্রমানিত হল,ইচছা থাকলে উপাই হয়।",Positive,Joyful,48,8
ধন্যবাদ যারা সাহায্য করলেন।,Positive,Joyful,27,4
এটা ভালো কাজ,Positive,Joyful,12,3
পুলিশ ভাই কে ধ্যনবাদ,Positive,Joyful,20,4
পুলিশ ও পারে এইটা তার উদাহরন ..TNX..,Positive,Joyful,36,7
পুলিশ ভাই আপনাকে স্যালুট জানাই,Positive,Joyful,30,5
ধন্যবাদ পুলিশ ভাইকে,Positive,Joyful,19,3
